,Site,Date,Hour,Direction,Volume
7976,22,2016-03-28,5,NORTHBOUND,21
7977,22,2016-03-28,5,SOUTHBOUND,26
7978,22,2016-03-28,6,NORTHBOUND,16
7979,22,2016-03-28,6,SOUTHBOUND,22
7980,22,2016-03-28,7,NORTHBOUND,36
7981,22,2016-03-28,7,SOUTHBOUND,56
7982,22,2016-03-28,8,NORTHBOUND,53
7983,22,2016-03-28,8,SOUTHBOUND,71
7984,22,2016-03-28,9,NORTHBOUND,76
7985,22,2016-03-28,9,SOUTHBOUND,95
7986,22,2016-03-28,10,NORTHBOUND,124
7987,22,2016-03-28,10,SOUTHBOUND,131
7988,22,2016-03-28,11,NORTHBOUND,199
7989,22,2016-03-28,11,SOUTHBOUND,198
7990,22,2016-03-28,12,NORTHBOUND,264
7991,22,2016-03-28,12,SOUTHBOUND,277
7992,22,2016-03-28,13,NORTHBOUND,297
7993,22,2016-03-28,13,SOUTHBOUND,267
7994,22,2016-03-28,14,NORTHBOUND,326
7995,22,2016-03-28,14,SOUTHBOUND,247
7996,22,2016-03-28,15,NORTHBOUND,317
7997,22,2016-03-28,15,SOUTHBOUND,287
7998,22,2016-03-28,16,NORTHBOUND,323
7999,22,2016-03-28,16,SOUTHBOUND,230
8000,22,2016-03-28,17,NORTHBOUND,296
8001,22,2016-03-28,17,SOUTHBOUND,216
8002,22,2016-03-28,18,NORTHBOUND,294
8003,22,2016-03-28,18,SOUTHBOUND,251
8004,22,2016-03-28,19,NORTHBOUND,269
8005,22,2016-03-28,19,SOUTHBOUND,219
8006,22,2016-03-28,20,NORTHBOUND,228
8007,22,2016-03-28,20,SOUTHBOUND,177
8008,22,2016-03-28,21,NORTHBOUND,206
8009,22,2016-03-28,21,SOUTHBOUND,164
8010,22,2016-03-28,22,NORTHBOUND,145
8011,22,2016-03-28,22,SOUTHBOUND,110
8012,22,2016-03-28,23,NORTHBOUND,107
8013,22,2016-03-28,23,SOUTHBOUND,71
8014,22,2016-03-28,24,NORTHBOUND,61
8015,22,2016-03-28,24,SOUTHBOUND,45
8016,22,2016-03-29,1,NORTHBOUND,30
8017,22,2016-03-29,1,SOUTHBOUND,40
8018,22,2016-03-29,2,NORTHBOUND,12
8019,22,2016-03-29,2,SOUTHBOUND,14
8020,22,2016-03-29,3,NORTHBOUND,13
8021,22,2016-03-29,3,SOUTHBOUND,4
8022,22,2016-03-29,4,NORTHBOUND,15
8023,22,2016-03-29,4,SOUTHBOUND,25
8024,22,2016-03-29,5,NORTHBOUND,11
8025,22,2016-03-29,5,SOUTHBOUND,36
8026,22,2016-03-29,6,NORTHBOUND,37
8027,22,2016-03-29,6,SOUTHBOUND,90
8028,22,2016-03-29,7,NORTHBOUND,114
8029,22,2016-03-29,7,SOUTHBOUND,238
8030,22,2016-03-29,8,NORTHBOUND,242
8031,22,2016-03-29,8,SOUTHBOUND,267
8032,22,2016-03-29,9,NORTHBOUND,272
8033,22,2016-03-29,9,SOUTHBOUND,211
8034,22,2016-03-29,10,NORTHBOUND,255
8035,22,2016-03-29,10,SOUTHBOUND,221
8036,22,2016-03-29,11,NORTHBOUND,296
8037,22,2016-03-29,11,SOUTHBOUND,271
8038,22,2016-03-29,12,NORTHBOUND,251
8039,22,2016-03-29,12,SOUTHBOUND,258
8040,22,2016-03-29,13,NORTHBOUND,273
8041,22,2016-03-29,13,SOUTHBOUND,276
8042,22,2016-03-29,14,NORTHBOUND,317
8043,22,2016-03-29,14,SOUTHBOUND,242
8044,22,2016-03-29,15,NORTHBOUND,309
8045,22,2016-03-29,15,SOUTHBOUND,275
8046,22,2016-03-29,16,NORTHBOUND,315
8047,22,2016-03-29,16,SOUTHBOUND,267
8048,22,2016-03-29,17,NORTHBOUND,348
8049,22,2016-03-29,17,SOUTHBOUND,256
8050,22,2016-03-29,18,NORTHBOUND,357
8051,22,2016-03-29,18,SOUTHBOUND,264
8052,22,2016-03-29,19,NORTHBOUND,304
8053,22,2016-03-29,19,SOUTHBOUND,261
8054,22,2016-03-29,20,NORTHBOUND,276
8055,22,2016-03-29,20,SOUTHBOUND,232
8056,22,2016-03-29,21,NORTHBOUND,207
8057,22,2016-03-29,21,SOUTHBOUND,155
8058,22,2016-03-29,22,NORTHBOUND,156
8059,22,2016-03-29,22,SOUTHBOUND,131
8060,22,2016-03-29,23,NORTHBOUND,114
8061,22,2016-03-29,23,SOUTHBOUND,101
8062,22,2016-03-29,24,NORTHBOUND,64
8063,22,2016-03-29,24,SOUTHBOUND,46
8064,22,2016-03-30,1,NORTHBOUND,35
8065,22,2016-03-30,1,SOUTHBOUND,33
8066,22,2016-03-30,2,NORTHBOUND,23
8067,22,2016-03-30,2,SOUTHBOUND,15
8068,22,2016-03-30,3,NORTHBOUND,14
8069,22,2016-03-30,3,SOUTHBOUND,9
8070,22,2016-03-30,4,NORTHBOUND,5
8071,22,2016-03-30,4,SOUTHBOUND,20
8072,22,2016-03-30,5,NORTHBOUND,17
8073,22,2016-03-30,5,SOUTHBOUND,26
8074,22,2016-03-30,6,NORTHBOUND,42
8075,22,2016-03-30,6,SOUTHBOUND,84
8076,22,2016-03-30,7,NORTHBOUND,102
8077,22,2016-03-30,7,SOUTHBOUND,223
8078,22,2016-03-30,8,NORTHBOUND,223
8079,22,2016-03-30,8,SOUTHBOUND,260
8080,22,2016-03-30,9,NORTHBOUND,243
8081,22,2016-03-30,9,SOUTHBOUND,224
8082,22,2016-03-30,10,NORTHBOUND,231
8083,22,2016-03-30,10,SOUTHBOUND,260
8084,22,2016-03-30,11,NORTHBOUND,267
8085,22,2016-03-30,11,SOUTHBOUND,251
8086,22,2016-03-30,12,NORTHBOUND,261
8087,22,2016-03-30,12,SOUTHBOUND,315
8088,22,2016-03-30,13,NORTHBOUND,278
8089,22,2016-03-30,13,SOUTHBOUND,276
8090,22,2016-03-30,14,NORTHBOUND,266
8091,22,2016-03-30,14,SOUTHBOUND,242
8092,22,2016-03-30,15,NORTHBOUND,305
8093,22,2016-03-30,15,SOUTHBOUND,260
8094,22,2016-03-30,16,NORTHBOUND,265
8095,22,2016-03-30,16,SOUTHBOUND,239
8096,22,2016-03-30,17,NORTHBOUND,370
8097,22,2016-03-30,17,SOUTHBOUND,236
8098,22,2016-03-30,18,NORTHBOUND,352
8099,22,2016-03-30,18,SOUTHBOUND,283
8100,22,2016-03-30,19,NORTHBOUND,355
8101,22,2016-03-30,19,SOUTHBOUND,271
8102,22,2016-03-30,20,NORTHBOUND,285
8103,22,2016-03-30,20,SOUTHBOUND,236
8104,22,2016-03-30,21,NORTHBOUND,252
8105,22,2016-03-30,21,SOUTHBOUND,185
8106,22,2016-03-30,22,NORTHBOUND,178
8107,22,2016-03-30,22,SOUTHBOUND,136
8108,22,2016-03-30,23,NORTHBOUND,131
8109,22,2016-03-30,23,SOUTHBOUND,99
8110,22,2016-03-30,24,NORTHBOUND,93
8111,22,2016-03-30,24,SOUTHBOUND,52
8112,22,2016-03-31,1,NORTHBOUND,41
8113,22,2016-03-31,1,SOUTHBOUND,29
8114,22,2016-03-31,2,NORTHBOUND,26
8115,22,2016-03-31,2,SOUTHBOUND,19
8116,22,2016-03-31,3,NORTHBOUND,11
8117,22,2016-03-31,3,SOUTHBOUND,11
8118,22,2016-03-31,4,NORTHBOUND,10
8119,22,2016-03-31,4,SOUTHBOUND,19
8120,22,2016-03-31,5,NORTHBOUND,19
8121,22,2016-03-31,5,SOUTHBOUND,21
8122,22,2016-03-31,6,NORTHBOUND,40
8123,22,2016-03-31,6,SOUTHBOUND,107
8124,22,2016-03-31,7,NORTHBOUND,71
8125,22,2016-03-31,7,SOUTHBOUND,234
8126,22,2016-03-31,8,NORTHBOUND,229
8127,22,2016-03-31,8,SOUTHBOUND,277
8128,22,2016-03-31,9,NORTHBOUND,242
8129,22,2016-03-31,9,SOUTHBOUND,257
8130,22,2016-03-31,10,NORTHBOUND,238
8131,22,2016-03-31,10,SOUTHBOUND,286
8132,22,2016-03-31,11,NORTHBOUND,230
8133,22,2016-03-31,11,SOUTHBOUND,278
8134,22,2016-03-31,12,NORTHBOUND,257
8135,22,2016-03-31,12,SOUTHBOUND,317
8136,22,2016-03-31,13,NORTHBOUND,178
8137,22,2016-03-31,13,SOUTHBOUND,296
8138,22,2016-03-31,14,NORTHBOUND,299
8139,22,2016-03-31,14,SOUTHBOUND,277
8140,22,2016-03-31,15,NORTHBOUND,313
8141,22,2016-03-31,15,SOUTHBOUND,286
8142,22,2016-03-31,16,NORTHBOUND,295
8143,22,2016-03-31,16,SOUTHBOUND,289
8144,22,2016-03-31,17,NORTHBOUND,343
8145,22,2016-03-31,17,SOUTHBOUND,288
8146,22,2016-03-31,18,NORTHBOUND,375
8147,22,2016-03-31,18,SOUTHBOUND,266
8148,22,2016-03-31,19,NORTHBOUND,402
8149,22,2016-03-31,19,SOUTHBOUND,257
8150,22,2016-03-31,20,NORTHBOUND,326
8151,22,2016-03-31,20,SOUTHBOUND,260
8152,22,2016-03-31,21,NORTHBOUND,250
8153,22,2016-03-31,21,SOUTHBOUND,218
8154,22,2016-03-31,22,NORTHBOUND,219
8155,22,2016-03-31,22,SOUTHBOUND,140
8156,22,2016-03-31,23,NORTHBOUND,160
8157,22,2016-03-31,23,SOUTHBOUND,119
8158,22,2016-03-31,24,NORTHBOUND,109
8159,22,2016-03-31,24,SOUTHBOUND,60
8160,25,2016-02-27,1,EASTBOUND,185
8161,25,2016-02-27,1,WESTBOUND,173
8162,25,2016-02-27,2,EASTBOUND,121
8163,25,2016-02-27,2,WESTBOUND,110
8164,25,2016-02-27,3,EASTBOUND,72
8165,25,2016-02-27,3,WESTBOUND,92
8166,25,2016-02-27,4,EASTBOUND,73
8167,25,2016-02-27,4,WESTBOUND,82
8168,25,2016-02-27,5,EASTBOUND,59
8169,25,2016-02-27,5,WESTBOUND,61
8170,25,2016-02-27,6,EASTBOUND,110
8171,25,2016-02-27,6,WESTBOUND,155
8172,25,2016-02-27,7,EASTBOUND,256
8173,25,2016-02-27,7,WESTBOUND,203
8174,25,2016-02-27,8,EASTBOUND,353
8175,25,2016-02-27,8,WESTBOUND,307
8176,25,2016-02-27,9,EASTBOUND,502
8177,25,2016-02-27,9,WESTBOUND,454
8178,25,2016-02-27,10,EASTBOUND,697
8179,25,2016-02-27,10,WESTBOUND,651
8180,25,2016-02-27,11,EASTBOUND,848
8181,25,2016-02-27,11,WESTBOUND,772
8182,25,2016-02-27,12,EASTBOUND,886
8183,25,2016-02-27,12,WESTBOUND,840
8184,25,2016-02-27,13,EASTBOUND,941
8185,25,2016-02-27,13,WESTBOUND,940
8186,25,2016-02-27,14,EASTBOUND,986
8187,25,2016-02-27,14,WESTBOUND,863
8188,25,2016-02-27,15,EASTBOUND,988
8189,25,2016-02-27,15,WESTBOUND,811
8190,25,2016-02-27,16,EASTBOUND,861
8191,25,2016-02-27,16,WESTBOUND,787
8192,25,2016-02-27,17,EASTBOUND,859
8193,25,2016-02-27,17,WESTBOUND,847
8194,25,2016-02-27,18,EASTBOUND,810
8195,25,2016-02-27,18,WESTBOUND,938
8196,25,2016-02-27,19,EASTBOUND,811
8197,25,2016-02-27,19,WESTBOUND,757
8198,25,2016-02-27,20,EASTBOUND,777
8199,25,2016-02-27,20,WESTBOUND,699
8200,25,2016-02-27,21,EASTBOUND,531
8201,25,2016-02-27,21,WESTBOUND,538
8202,25,2016-02-27,22,EASTBOUND,403
8203,25,2016-02-27,22,WESTBOUND,435
8204,25,2016-02-27,23,EASTBOUND,342
8205,25,2016-02-27,23,WESTBOUND,287
8206,25,2016-02-27,24,EASTBOUND,272
8207,25,2016-02-27,24,WESTBOUND,313
8208,25,2016-02-28,1,EASTBOUND,255
8209,25,2016-02-28,1,WESTBOUND,267
8210,25,2016-02-28,2,EASTBOUND,159
8211,25,2016-02-28,2,WESTBOUND,150
8212,25,2016-02-28,3,EASTBOUND,95
8213,25,2016-02-28,3,WESTBOUND,84
8214,25,2016-02-28,4,EASTBOUND,62
8215,25,2016-02-28,4,WESTBOUND,66
8216,25,2016-02-28,5,EASTBOUND,64
8217,25,2016-02-28,5,WESTBOUND,70
8218,25,2016-02-28,6,EASTBOUND,64
8219,25,2016-02-28,6,WESTBOUND,115
8220,25,2016-02-28,7,EASTBOUND,106
8221,25,2016-02-28,7,WESTBOUND,134
8222,25,2016-02-28,8,EASTBOUND,179
8223,25,2016-02-28,8,WESTBOUND,161
8224,25,2016-02-28,9,EASTBOUND,253
8225,25,2016-02-28,9,WESTBOUND,253
8226,25,2016-02-28,10,EASTBOUND,556
8227,25,2016-02-28,10,WESTBOUND,452
8228,25,2016-02-28,11,EASTBOUND,630
8229,25,2016-02-28,11,WESTBOUND,685
8230,25,2016-02-28,12,EASTBOUND,771
8231,25,2016-02-28,12,WESTBOUND,719
8232,25,2016-02-28,13,EASTBOUND,855
8233,25,2016-02-28,13,WESTBOUND,836
8234,25,2016-02-28,14,EASTBOUND,824
8235,25,2016-02-28,14,WESTBOUND,829
8236,25,2016-02-28,15,EASTBOUND,814
8237,25,2016-02-28,15,WESTBOUND,746
8238,25,2016-02-28,16,EASTBOUND,693
8239,25,2016-02-28,16,WESTBOUND,646
8240,25,2016-02-28,17,EASTBOUND,762
8241,25,2016-02-28,17,WESTBOUND,654
8242,25,2016-02-28,18,EASTBOUND,661
8243,25,2016-02-28,18,WESTBOUND,638
8244,25,2016-02-28,19,EASTBOUND,611
8245,25,2016-02-28,19,WESTBOUND,600
8246,25,2016-02-28,20,EASTBOUND,543
8247,25,2016-02-28,20,WESTBOUND,525
8248,25,2016-02-28,21,EASTBOUND,444
8249,25,2016-02-28,21,WESTBOUND,439
8250,25,2016-02-28,22,EASTBOUND,303
8251,25,2016-02-28,22,WESTBOUND,317
8252,25,2016-02-28,23,EASTBOUND,238
8253,25,2016-02-28,23,WESTBOUND,239
8254,25,2016-02-28,24,EASTBOUND,157
8255,25,2016-02-28,24,WESTBOUND,156
8256,25,2016-02-29,1,EASTBOUND,91
8257,25,2016-02-29,1,WESTBOUND,85
8258,25,2016-02-29,2,EASTBOUND,42
8259,25,2016-02-29,2,WESTBOUND,34
8260,25,2016-02-29,3,EASTBOUND,42
8261,25,2016-02-29,3,WESTBOUND,33
8262,25,2016-02-29,4,EASTBOUND,42
8263,25,2016-02-29,4,WESTBOUND,37
8264,25,2016-02-29,5,EASTBOUND,42
8265,25,2016-02-29,5,WESTBOUND,59
8266,25,2016-02-29,6,EASTBOUND,209
8267,25,2016-02-29,6,WESTBOUND,242
8268,25,2016-02-29,7,EASTBOUND,653
8269,25,2016-02-29,7,WESTBOUND,456
8270,25,2016-02-29,8,EASTBOUND,981
8271,25,2016-02-29,8,WESTBOUND,599
8272,25,2016-02-29,9,EASTBOUND,974
8273,25,2016-02-29,9,WESTBOUND,803
8274,25,2016-02-29,10,EASTBOUND,856
8275,25,2016-02-29,10,WESTBOUND,653
8276,25,2016-02-29,11,EASTBOUND,697
8277,25,2016-02-29,11,WESTBOUND,669
8278,25,2016-02-29,12,EASTBOUND,682
8279,25,2016-02-29,12,WESTBOUND,688
8280,25,2016-02-29,13,EASTBOUND,781
8281,25,2016-02-29,13,WESTBOUND,723
8282,25,2016-02-29,14,EASTBOUND,743
8283,25,2016-02-29,14,WESTBOUND,746
8284,25,2016-02-29,15,EASTBOUND,850
8285,25,2016-02-29,15,WESTBOUND,814
8286,25,2016-02-29,16,EASTBOUND,823
8287,25,2016-02-29,16,WESTBOUND,889
8288,25,2016-02-29,17,EASTBOUND,864
8289,25,2016-02-29,17,WESTBOUND,954
8290,25,2016-02-29,18,EASTBOUND,953
8291,25,2016-02-29,18,WESTBOUND,1002
8292,25,2016-02-29,19,EASTBOUND,812
8293,25,2016-02-29,19,WESTBOUND,789
8294,25,2016-02-29,20,EASTBOUND,703
8295,25,2016-02-29,20,WESTBOUND,662
8296,25,2016-02-29,21,EASTBOUND,508
8297,25,2016-02-29,21,WESTBOUND,541
8298,25,2016-02-29,22,EASTBOUND,366
8299,25,2016-02-29,22,WESTBOUND,425
8300,25,2016-02-29,23,EASTBOUND,307
8301,25,2016-02-29,23,WESTBOUND,276
8302,25,2016-02-29,24,EASTBOUND,162
8303,25,2016-02-29,24,WESTBOUND,142
8304,25,2016-03-01,1,EASTBOUND,85
8305,25,2016-03-01,1,WESTBOUND,88
8306,25,2016-03-01,2,EASTBOUND,46
8307,25,2016-03-01,2,WESTBOUND,31
8308,25,2016-03-01,3,EASTBOUND,37
8309,25,2016-03-01,3,WESTBOUND,37
8310,25,2016-03-01,4,EASTBOUND,31
8311,25,2016-03-01,4,WESTBOUND,31
8312,25,2016-03-01,5,EASTBOUND,51
8313,25,2016-03-01,5,WESTBOUND,60
8314,25,2016-03-01,6,EASTBOUND,233
8315,25,2016-03-01,6,WESTBOUND,274
8316,25,2016-03-01,7,EASTBOUND,703
8317,25,2016-03-01,7,WESTBOUND,435
8318,25,2016-03-01,8,EASTBOUND,982
8319,25,2016-03-01,8,WESTBOUND,623
8320,25,2016-03-01,9,EASTBOUND,965
8321,25,2016-03-01,9,WESTBOUND,832
8322,25,2016-03-01,10,EASTBOUND,865
8323,25,2016-03-01,10,WESTBOUND,662
8324,25,2016-03-01,11,EASTBOUND,693
8325,25,2016-03-01,11,WESTBOUND,646
8326,25,2016-03-01,12,EASTBOUND,749
8327,25,2016-03-01,12,WESTBOUND,718
8328,25,2016-03-01,13,EASTBOUND,754
8329,25,2016-03-01,13,WESTBOUND,699
8330,25,2016-03-01,14,EASTBOUND,696
8331,25,2016-03-01,14,WESTBOUND,730
8332,25,2016-03-01,15,EASTBOUND,800
8333,25,2016-03-01,15,WESTBOUND,779
8334,25,2016-03-01,16,EASTBOUND,866
8335,25,2016-03-01,16,WESTBOUND,867
8336,25,2016-03-01,17,EASTBOUND,813
8337,25,2016-03-01,17,WESTBOUND,903
8338,25,2016-03-01,18,EASTBOUND,935
8339,25,2016-03-01,18,WESTBOUND,975
8340,25,2016-03-01,19,EASTBOUND,837
8341,25,2016-03-01,19,WESTBOUND,798
8342,25,2016-03-01,20,EASTBOUND,736
8343,25,2016-03-01,20,WESTBOUND,685
8344,25,2016-03-01,21,EASTBOUND,496
8345,25,2016-03-01,21,WESTBOUND,522
8346,25,2016-03-01,22,EASTBOUND,344
8347,25,2016-03-01,22,WESTBOUND,294
8348,25,2016-03-01,23,EASTBOUND,288
8349,25,2016-03-01,23,WESTBOUND,234
8350,25,2016-03-01,24,EASTBOUND,161
8351,25,2016-03-01,24,WESTBOUND,161
8352,25,2016-03-02,1,EASTBOUND,85
8353,25,2016-03-02,1,WESTBOUND,57
8354,25,2016-03-02,2,EASTBOUND,62
8355,25,2016-03-02,2,WESTBOUND,41
8356,25,2016-03-02,3,EASTBOUND,38
8357,25,2016-03-02,3,WESTBOUND,26
8358,25,2016-03-02,4,EASTBOUND,34
8359,25,2016-03-02,4,WESTBOUND,40
8360,25,2016-03-02,5,EASTBOUND,53
8361,25,2016-03-02,5,WESTBOUND,75
8362,25,2016-03-02,6,EASTBOUND,231
8363,25,2016-03-02,6,WESTBOUND,243
8364,25,2016-03-02,7,EASTBOUND,740
8365,25,2016-03-02,7,WESTBOUND,472
8366,25,2016-03-02,8,EASTBOUND,1004
8367,25,2016-03-02,8,WESTBOUND,651
8368,25,2016-03-02,9,EASTBOUND,993
8369,25,2016-03-02,9,WESTBOUND,783
8370,25,2016-03-02,10,EASTBOUND,790
8371,25,2016-03-02,10,WESTBOUND,691
8372,25,2016-03-02,11,EASTBOUND,714
8373,25,2016-03-02,11,WESTBOUND,622
8374,25,2016-03-02,12,EASTBOUND,714
8375,25,2016-03-02,12,WESTBOUND,698
8376,25,2016-03-02,13,EASTBOUND,717
8377,25,2016-03-02,13,WESTBOUND,784
8378,25,2016-03-02,14,EASTBOUND,746
8379,25,2016-03-02,14,WESTBOUND,737
8380,25,2016-03-02,15,EASTBOUND,804
8381,25,2016-03-02,15,WESTBOUND,786
8382,25,2016-03-02,16,EASTBOUND,900
8383,25,2016-03-02,16,WESTBOUND,850
8384,25,2016-03-02,17,EASTBOUND,821
8385,25,2016-03-02,17,WESTBOUND,972
8386,25,2016-03-02,18,EASTBOUND,911
8387,25,2016-03-02,18,WESTBOUND,1010
8388,25,2016-03-02,19,EASTBOUND,861
8389,25,2016-03-02,19,WESTBOUND,922
8390,25,2016-03-02,20,EASTBOUND,704
8391,25,2016-03-02,20,WESTBOUND,747
8392,25,2016-03-02,21,EASTBOUND,537
8393,25,2016-03-02,21,WESTBOUND,556
8394,25,2016-03-02,22,EASTBOUND,433
8395,25,2016-03-02,22,WESTBOUND,510
8396,25,2016-03-02,23,EASTBOUND,359
8397,25,2016-03-02,23,WESTBOUND,343
8398,25,2016-03-02,24,EASTBOUND,173
8399,25,2016-03-02,24,WESTBOUND,177
8400,25,2016-03-03,1,EASTBOUND,98
8401,25,2016-03-03,1,WESTBOUND,76
8402,25,2016-03-03,2,EASTBOUND,52
8403,25,2016-03-03,2,WESTBOUND,61
8404,25,2016-03-03,3,EASTBOUND,35
8405,25,2016-03-03,3,WESTBOUND,37
8406,25,2016-03-03,4,EASTBOUND,42
8407,25,2016-03-03,4,WESTBOUND,38
8408,25,2016-03-03,5,EASTBOUND,57
8409,25,2016-03-03,5,WESTBOUND,81
8410,25,2016-03-03,6,EASTBOUND,217
8411,25,2016-03-03,6,WESTBOUND,253
8412,25,2016-03-03,7,EASTBOUND,675
8413,25,2016-03-03,7,WESTBOUND,447
8414,25,2016-03-03,8,EASTBOUND,995
8415,25,2016-03-03,8,WESTBOUND,621
8416,25,2016-03-03,9,EASTBOUND,968
8417,25,2016-03-03,9,WESTBOUND,814
8418,25,2016-03-03,10,EASTBOUND,861
8419,25,2016-03-03,10,WESTBOUND,691
8420,25,2016-03-03,11,EASTBOUND,655
8421,25,2016-03-03,11,WESTBOUND,628
8422,25,2016-03-03,12,EASTBOUND,761
8423,25,2016-03-03,12,WESTBOUND,659
8424,25,2016-03-03,13,EASTBOUND,808
8425,25,2016-03-03,13,WESTBOUND,714
8426,25,2016-03-03,14,EASTBOUND,816
8427,25,2016-03-03,14,WESTBOUND,782
8428,25,2016-03-03,15,EASTBOUND,896
8429,25,2016-03-03,15,WESTBOUND,889
8430,25,2016-03-03,16,EASTBOUND,847
8431,25,2016-03-03,16,WESTBOUND,957
8432,25,2016-03-03,17,EASTBOUND,829
8433,25,2016-03-03,17,WESTBOUND,1008
8434,25,2016-03-03,18,EASTBOUND,898
8435,25,2016-03-03,18,WESTBOUND,969
8436,25,2016-03-03,19,EASTBOUND,906
8437,25,2016-03-03,19,WESTBOUND,851
8438,25,2016-03-03,20,EASTBOUND,717
8439,25,2016-03-03,20,WESTBOUND,693
8440,25,2016-03-03,21,EASTBOUND,537
8441,25,2016-03-03,21,WESTBOUND,568
8442,25,2016-03-03,22,EASTBOUND,409
8443,25,2016-03-03,22,WESTBOUND,452
8444,25,2016-03-03,23,EASTBOUND,312
8445,25,2016-03-03,23,WESTBOUND,304
8446,25,2016-03-03,24,EASTBOUND,200
8447,25,2016-03-03,24,WESTBOUND,159
8448,25,2016-03-04,1,EASTBOUND,97
8449,25,2016-03-04,1,WESTBOUND,86
8450,25,2016-03-04,2,EASTBOUND,77
8451,25,2016-03-04,2,WESTBOUND,58
8452,25,2016-03-04,3,EASTBOUND,50
8453,25,2016-03-04,3,WESTBOUND,41
8454,25,2016-03-04,4,EASTBOUND,49
8455,25,2016-03-04,4,WESTBOUND,47
8456,25,2016-03-04,5,EASTBOUND,45
8457,25,2016-03-04,5,WESTBOUND,74
8458,25,2016-03-04,6,EASTBOUND,210
8459,25,2016-03-04,6,WESTBOUND,222
8460,25,2016-03-04,7,EASTBOUND,694
8461,25,2016-03-04,7,WESTBOUND,470
8462,25,2016-03-04,8,EASTBOUND,985
8463,25,2016-03-04,8,WESTBOUND,623
8464,25,2016-03-04,9,EASTBOUND,948
8465,25,2016-03-04,9,WESTBOUND,775
8466,25,2016-03-04,10,EASTBOUND,828
8467,25,2016-03-04,10,WESTBOUND,679
8468,25,2016-03-04,11,EASTBOUND,736
8469,25,2016-03-04,11,WESTBOUND,645
8470,25,2016-03-04,12,EASTBOUND,777
8471,25,2016-03-04,12,WESTBOUND,760
8472,25,2016-03-04,13,EASTBOUND,821
8473,25,2016-03-04,13,WESTBOUND,746
8474,25,2016-03-04,14,EASTBOUND,782
8475,25,2016-03-04,14,WESTBOUND,814
8476,25,2016-03-04,15,EASTBOUND,863
8477,25,2016-03-04,15,WESTBOUND,925
8478,25,2016-03-04,16,EASTBOUND,863
8479,25,2016-03-04,16,WESTBOUND,871
8480,25,2016-03-04,17,EASTBOUND,910
8481,25,2016-03-04,17,WESTBOUND,996
8482,25,2016-03-04,18,EASTBOUND,902
8483,25,2016-03-04,18,WESTBOUND,978
8484,25,2016-03-04,19,EASTBOUND,942
8485,25,2016-03-04,19,WESTBOUND,918
8486,25,2016-03-04,20,EASTBOUND,858
8487,25,2016-03-04,20,WESTBOUND,802
8488,25,2016-03-04,21,EASTBOUND,660
8489,25,2016-03-04,21,WESTBOUND,642
8490,25,2016-03-04,22,EASTBOUND,466
8491,25,2016-03-04,22,WESTBOUND,477
8492,25,2016-03-04,23,EASTBOUND,359
8493,25,2016-03-04,23,WESTBOUND,389
8494,25,2016-03-04,24,EASTBOUND,274
8495,25,2016-03-04,24,WESTBOUND,279
8496,25,2016-03-05,1,EASTBOUND,181
8497,25,2016-03-05,1,WESTBOUND,170
8498,25,2016-03-05,2,EASTBOUND,101
8499,25,2016-03-05,2,WESTBOUND,106
8500,25,2016-03-05,3,EASTBOUND,77
8501,25,2016-03-05,3,WESTBOUND,71
8502,25,2016-03-05,4,EASTBOUND,60
8503,25,2016-03-05,4,WESTBOUND,47
8504,25,2016-03-05,5,EASTBOUND,51
8505,25,2016-03-05,5,WESTBOUND,55
8506,25,2016-03-05,6,EASTBOUND,128
8507,25,2016-03-05,6,WESTBOUND,122
8508,25,2016-03-05,7,EASTBOUND,283
8509,25,2016-03-05,7,WESTBOUND,235
8510,25,2016-03-05,8,EASTBOUND,347
8511,25,2016-03-05,8,WESTBOUND,307
8512,25,2016-03-05,9,EASTBOUND,528
8513,25,2016-03-05,9,WESTBOUND,453
8514,25,2016-03-05,10,EASTBOUND,702
8515,25,2016-03-05,10,WESTBOUND,653
8516,25,2016-03-05,11,EASTBOUND,891
8517,25,2016-03-05,11,WESTBOUND,722
8518,25,2016-03-05,12,EASTBOUND,881
8519,25,2016-03-05,12,WESTBOUND,842
8520,25,2016-03-05,13,EASTBOUND,1019
8521,25,2016-03-05,13,WESTBOUND,968
8522,25,2016-03-05,14,EASTBOUND,993
8523,25,2016-03-05,14,WESTBOUND,883
8524,25,2016-03-05,15,EASTBOUND,992
8525,25,2016-03-05,15,WESTBOUND,839
8526,25,2016-03-05,16,EASTBOUND,895
8527,25,2016-03-05,16,WESTBOUND,811
8528,25,2016-03-05,17,EASTBOUND,815
8529,25,2016-03-05,17,WESTBOUND,787
8530,25,2016-03-05,18,EASTBOUND,812
8531,25,2016-03-05,18,WESTBOUND,925
8532,25,2016-03-05,19,EASTBOUND,824
8533,25,2016-03-05,19,WESTBOUND,826
8534,25,2016-03-05,20,EASTBOUND,759
8535,25,2016-03-05,20,WESTBOUND,672
8536,25,2016-03-05,21,EASTBOUND,531
8537,25,2016-03-05,21,WESTBOUND,551
8538,25,2016-03-05,22,EASTBOUND,461
8539,25,2016-03-05,22,WESTBOUND,423
8540,25,2016-03-05,23,EASTBOUND,362
8541,25,2016-03-05,23,WESTBOUND,350
8542,25,2016-03-05,24,EASTBOUND,284
8543,25,2016-03-05,24,WESTBOUND,275
8544,25,2016-03-06,1,EASTBOUND,231
8545,25,2016-03-06,1,WESTBOUND,206
