,Site,Date,Hour,Direction,Volume
15996,36,2016-02-28,19,SOUTHBOUND,256
15997,36,2016-02-28,20,NORTHBOUND,34
15998,36,2016-02-28,20,SOUTHBOUND,252
15999,36,2016-02-28,21,NORTHBOUND,28
16000,36,2016-02-28,21,SOUTHBOUND,201
16001,36,2016-02-28,22,NORTHBOUND,26
16002,36,2016-02-28,22,SOUTHBOUND,151
16003,36,2016-02-28,23,NORTHBOUND,13
16004,36,2016-02-28,23,SOUTHBOUND,115
16005,36,2016-02-28,24,NORTHBOUND,12
16006,36,2016-02-28,24,SOUTHBOUND,77
16007,36,2016-02-29,1,NORTHBOUND,13
16008,36,2016-02-29,1,SOUTHBOUND,54
16009,36,2016-02-29,2,NORTHBOUND,6
16010,36,2016-02-29,2,SOUTHBOUND,21
16011,36,2016-02-29,3,NORTHBOUND,1
16012,36,2016-02-29,3,SOUTHBOUND,13
16013,36,2016-02-29,4,SOUTHBOUND,9
16014,36,2016-02-29,5,NORTHBOUND,2
16015,36,2016-02-29,5,SOUTHBOUND,16
16016,36,2016-02-29,6,NORTHBOUND,6
16017,36,2016-02-29,6,SOUTHBOUND,29
16018,36,2016-02-29,7,NORTHBOUND,17
16019,36,2016-02-29,7,SOUTHBOUND,83
16020,36,2016-02-29,8,NORTHBOUND,23
16021,36,2016-02-29,8,SOUTHBOUND,225
16022,36,2016-02-29,9,NORTHBOUND,38
16023,36,2016-02-29,9,SOUTHBOUND,306
16024,36,2016-02-29,10,NORTHBOUND,17
16025,36,2016-02-29,10,SOUTHBOUND,261
16026,36,2016-02-29,11,NORTHBOUND,20
16027,36,2016-02-29,11,SOUTHBOUND,188
16028,36,2016-02-29,12,NORTHBOUND,30
16029,36,2016-02-29,12,SOUTHBOUND,180
16030,36,2016-02-29,13,NORTHBOUND,26
16031,36,2016-02-29,13,SOUTHBOUND,186
16032,36,2016-02-29,14,NORTHBOUND,32
16033,36,2016-02-29,14,SOUTHBOUND,193
16034,36,2016-02-29,15,NORTHBOUND,25
16035,36,2016-02-29,15,SOUTHBOUND,199
16036,36,2016-02-29,16,NORTHBOUND,35
16037,36,2016-02-29,16,SOUTHBOUND,256
16038,36,2016-02-29,17,NORTHBOUND,39
16039,36,2016-02-29,17,SOUTHBOUND,255
16040,36,2016-02-29,18,NORTHBOUND,33
16041,36,2016-02-29,18,SOUTHBOUND,256
16042,36,2016-02-29,19,NORTHBOUND,37
16043,36,2016-02-29,19,SOUTHBOUND,259
16044,36,2016-02-29,20,NORTHBOUND,48
16045,36,2016-02-29,20,SOUTHBOUND,229
16046,36,2016-02-29,21,NORTHBOUND,30
16047,36,2016-02-29,21,SOUTHBOUND,205
16048,36,2016-02-29,22,NORTHBOUND,11
16049,36,2016-02-29,22,SOUTHBOUND,128
16050,36,2016-02-29,23,NORTHBOUND,17
16051,36,2016-02-29,23,SOUTHBOUND,91
16052,36,2016-02-29,24,NORTHBOUND,13
16053,36,2016-02-29,24,SOUTHBOUND,72
16054,36,2016-03-01,1,NORTHBOUND,12
16055,36,2016-03-01,1,SOUTHBOUND,47
16056,36,2016-03-01,2,NORTHBOUND,5
16057,36,2016-03-01,2,SOUTHBOUND,25
16058,36,2016-03-01,3,NORTHBOUND,4
16059,36,2016-03-01,3,SOUTHBOUND,17
16060,36,2016-03-01,4,NORTHBOUND,1
16061,36,2016-03-01,4,SOUTHBOUND,7
16062,36,2016-03-01,5,NORTHBOUND,3
16063,36,2016-03-01,5,SOUTHBOUND,13
16064,36,2016-03-01,6,NORTHBOUND,7
16065,36,2016-03-01,6,SOUTHBOUND,33
16066,36,2016-03-01,7,NORTHBOUND,12
16067,36,2016-03-01,7,SOUTHBOUND,76
16068,36,2016-03-01,8,NORTHBOUND,18
16069,36,2016-03-01,8,SOUTHBOUND,194
16070,36,2016-03-01,9,NORTHBOUND,33
16071,36,2016-03-01,9,SOUTHBOUND,313
16072,36,2016-03-01,10,NORTHBOUND,22
16073,36,2016-03-01,10,SOUTHBOUND,230
16074,36,2016-03-01,11,NORTHBOUND,15
16075,36,2016-03-01,11,SOUTHBOUND,184
16076,36,2016-03-01,12,NORTHBOUND,27
16077,36,2016-03-01,12,SOUTHBOUND,190
16078,36,2016-03-01,13,NORTHBOUND,25
16079,36,2016-03-01,13,SOUTHBOUND,199
16080,36,2016-03-01,14,NORTHBOUND,22
16081,36,2016-03-01,14,SOUTHBOUND,183
16082,36,2016-03-01,15,NORTHBOUND,30
16083,36,2016-03-01,15,SOUTHBOUND,225
16084,36,2016-03-01,16,NORTHBOUND,40
16085,36,2016-03-01,16,SOUTHBOUND,249
16086,36,2016-03-01,17,NORTHBOUND,38
16087,36,2016-03-01,17,SOUTHBOUND,260
16088,36,2016-03-01,18,NORTHBOUND,34
16089,36,2016-03-01,18,SOUTHBOUND,268
16090,36,2016-03-01,19,NORTHBOUND,39
16091,36,2016-03-01,19,SOUTHBOUND,253
16092,36,2016-03-01,20,NORTHBOUND,41
16093,36,2016-03-01,20,SOUTHBOUND,254
16094,36,2016-03-01,21,NORTHBOUND,32
16095,36,2016-03-01,21,SOUTHBOUND,205
16096,36,2016-03-01,22,NORTHBOUND,18
16097,36,2016-03-01,22,SOUTHBOUND,148
16098,36,2016-03-01,23,NORTHBOUND,18
16099,36,2016-03-01,23,SOUTHBOUND,100
16100,36,2016-03-01,24,NORTHBOUND,15
16101,36,2016-03-01,24,SOUTHBOUND,63
16102,36,2016-03-02,1,NORTHBOUND,13
16103,36,2016-03-02,1,SOUTHBOUND,36
16104,36,2016-03-02,2,NORTHBOUND,4
16105,36,2016-03-02,2,SOUTHBOUND,23
16106,36,2016-03-02,3,NORTHBOUND,3
16107,36,2016-03-02,3,SOUTHBOUND,9
16108,36,2016-03-02,4,NORTHBOUND,2
16109,36,2016-03-02,4,SOUTHBOUND,11
16110,36,2016-03-02,5,NORTHBOUND,2
16111,36,2016-03-02,5,SOUTHBOUND,10
16112,36,2016-03-02,6,NORTHBOUND,8
16113,36,2016-03-02,6,SOUTHBOUND,30
16114,36,2016-03-02,7,NORTHBOUND,13
16115,36,2016-03-02,7,SOUTHBOUND,75
16116,36,2016-03-02,8,NORTHBOUND,15
16117,36,2016-03-02,8,SOUTHBOUND,210
16118,36,2016-03-02,9,NORTHBOUND,30
16119,36,2016-03-02,9,SOUTHBOUND,326
16120,36,2016-03-02,10,NORTHBOUND,24
16121,36,2016-03-02,10,SOUTHBOUND,234
16122,36,2016-03-02,11,NORTHBOUND,22
16123,36,2016-03-02,11,SOUTHBOUND,195
16124,36,2016-03-02,12,NORTHBOUND,18
16125,36,2016-03-02,12,SOUTHBOUND,208
16126,36,2016-03-02,13,NORTHBOUND,29
16127,36,2016-03-02,13,SOUTHBOUND,169
16128,36,2016-03-02,14,NORTHBOUND,39
16129,36,2016-03-02,14,SOUTHBOUND,193
16130,36,2016-03-02,15,NORTHBOUND,32
16131,36,2016-03-02,15,SOUTHBOUND,209
16132,36,2016-03-02,16,NORTHBOUND,40
16133,36,2016-03-02,16,SOUTHBOUND,255
16134,36,2016-03-02,17,NORTHBOUND,36
16135,36,2016-03-02,17,SOUTHBOUND,248
16136,36,2016-03-02,18,NORTHBOUND,47
16137,36,2016-03-02,18,SOUTHBOUND,329
16138,36,2016-03-02,19,NORTHBOUND,42
16139,36,2016-03-02,19,SOUTHBOUND,386
16140,36,2016-03-02,20,NORTHBOUND,38
16141,36,2016-03-02,20,SOUTHBOUND,348
16142,36,2016-03-02,21,NORTHBOUND,25
16143,36,2016-03-02,21,SOUTHBOUND,220
16144,36,2016-03-02,22,NORTHBOUND,24
16145,36,2016-03-02,22,SOUTHBOUND,149
16146,36,2016-03-02,23,NORTHBOUND,20
16147,36,2016-03-02,23,SOUTHBOUND,117
16148,36,2016-03-02,24,NORTHBOUND,17
16149,36,2016-03-02,24,SOUTHBOUND,69
16150,36,2016-03-03,1,NORTHBOUND,8
16151,36,2016-03-03,1,SOUTHBOUND,36
16152,36,2016-03-03,2,NORTHBOUND,4
16153,36,2016-03-03,2,SOUTHBOUND,25
16154,36,2016-03-03,3,NORTHBOUND,3
16155,36,2016-03-03,3,SOUTHBOUND,15
16156,36,2016-03-03,4,NORTHBOUND,2
16157,36,2016-03-03,4,SOUTHBOUND,13
16158,36,2016-03-03,5,NORTHBOUND,1
16159,36,2016-03-03,5,SOUTHBOUND,8
16160,36,2016-03-03,6,NORTHBOUND,6
16161,36,2016-03-03,6,SOUTHBOUND,40
16162,36,2016-03-03,7,NORTHBOUND,11
16163,36,2016-03-03,7,SOUTHBOUND,65
16164,36,2016-03-03,8,NORTHBOUND,20
16165,36,2016-03-03,8,SOUTHBOUND,190
16166,36,2016-03-03,9,NORTHBOUND,36
16167,36,2016-03-03,9,SOUTHBOUND,319
16168,36,2016-03-03,10,NORTHBOUND,21
16169,36,2016-03-03,10,SOUTHBOUND,224
16170,36,2016-03-03,11,NORTHBOUND,29
16171,36,2016-03-03,11,SOUTHBOUND,180
16172,36,2016-03-03,12,NORTHBOUND,28
16173,36,2016-03-03,12,SOUTHBOUND,195
16174,36,2016-03-03,13,NORTHBOUND,39
16175,36,2016-03-03,13,SOUTHBOUND,213
16176,36,2016-03-03,14,NORTHBOUND,27
16177,36,2016-03-03,14,SOUTHBOUND,182
16178,36,2016-03-03,15,NORTHBOUND,37
16179,36,2016-03-03,15,SOUTHBOUND,197
16180,36,2016-03-03,16,NORTHBOUND,33
16181,36,2016-03-03,16,SOUTHBOUND,256
16182,36,2016-03-03,17,NORTHBOUND,31
16183,36,2016-03-03,17,SOUTHBOUND,248
16184,36,2016-03-03,18,NORTHBOUND,36
16185,36,2016-03-03,18,SOUTHBOUND,232
16186,36,2016-03-03,19,NORTHBOUND,38
16187,36,2016-03-03,19,SOUTHBOUND,284
16188,36,2016-03-03,20,NORTHBOUND,42
16189,36,2016-03-03,20,SOUTHBOUND,281
16190,36,2016-03-03,21,NORTHBOUND,33
16191,36,2016-03-03,21,SOUTHBOUND,207
16192,36,2016-03-03,22,NORTHBOUND,22
16193,36,2016-03-03,22,SOUTHBOUND,164
16194,36,2016-03-03,23,NORTHBOUND,23
16195,36,2016-03-03,23,SOUTHBOUND,125
16196,36,2016-03-03,24,NORTHBOUND,18
16197,36,2016-03-03,24,SOUTHBOUND,59
16198,36,2016-03-04,1,NORTHBOUND,14
16199,36,2016-03-04,1,SOUTHBOUND,46
16200,36,2016-03-04,2,NORTHBOUND,4
16201,36,2016-03-04,2,SOUTHBOUND,29
16202,36,2016-03-04,3,NORTHBOUND,3
16203,36,2016-03-04,3,SOUTHBOUND,24
16204,36,2016-03-04,4,SOUTHBOUND,10
16205,36,2016-03-04,5,NORTHBOUND,1
16206,36,2016-03-04,5,SOUTHBOUND,14
16207,36,2016-03-04,6,NORTHBOUND,6
16208,36,2016-03-04,6,SOUTHBOUND,34
16209,36,2016-03-04,7,NORTHBOUND,13
16210,36,2016-03-04,7,SOUTHBOUND,74
16211,36,2016-03-04,8,NORTHBOUND,21
16212,36,2016-03-04,8,SOUTHBOUND,195
16213,36,2016-03-04,9,NORTHBOUND,31
16214,36,2016-03-04,9,SOUTHBOUND,277
16215,36,2016-03-04,10,NORTHBOUND,23
16216,36,2016-03-04,10,SOUTHBOUND,248
16217,36,2016-03-04,11,NORTHBOUND,22
16218,36,2016-03-04,11,SOUTHBOUND,210
16219,36,2016-03-04,12,NORTHBOUND,33
16220,36,2016-03-04,12,SOUTHBOUND,188
16221,36,2016-03-04,13,NORTHBOUND,29
16222,36,2016-03-04,13,SOUTHBOUND,237
16223,36,2016-03-04,14,NORTHBOUND,32
16224,36,2016-03-04,14,SOUTHBOUND,214
16225,36,2016-03-04,15,NORTHBOUND,35
16226,36,2016-03-04,15,SOUTHBOUND,220
16227,36,2016-03-04,16,NORTHBOUND,37
16228,36,2016-03-04,16,SOUTHBOUND,278
16229,36,2016-03-04,17,NORTHBOUND,34
16230,36,2016-03-04,17,SOUTHBOUND,306
16231,36,2016-03-04,18,NORTHBOUND,43
16232,36,2016-03-04,18,SOUTHBOUND,275
16233,36,2016-03-04,19,NORTHBOUND,28
16234,36,2016-03-04,19,SOUTHBOUND,283
16235,36,2016-03-04,20,NORTHBOUND,53
16236,36,2016-03-04,20,SOUTHBOUND,280
16237,36,2016-03-04,21,NORTHBOUND,38
16238,36,2016-03-04,21,SOUTHBOUND,240
16239,36,2016-03-04,22,NORTHBOUND,29
16240,36,2016-03-04,22,SOUTHBOUND,208
16241,36,2016-03-04,23,NORTHBOUND,17
16242,36,2016-03-04,23,SOUTHBOUND,119
16243,36,2016-03-04,24,NORTHBOUND,20
16244,36,2016-03-04,24,SOUTHBOUND,135
16245,36,2016-03-05,1,NORTHBOUND,9
16246,36,2016-03-05,1,SOUTHBOUND,74
16247,36,2016-03-05,2,NORTHBOUND,10
16248,36,2016-03-05,2,SOUTHBOUND,47
16249,36,2016-03-05,3,NORTHBOUND,1
16250,36,2016-03-05,3,SOUTHBOUND,35
16251,36,2016-03-05,4,NORTHBOUND,3
16252,36,2016-03-05,4,SOUTHBOUND,19
16253,36,2016-03-05,5,SOUTHBOUND,14
16254,36,2016-03-05,6,NORTHBOUND,4
16255,36,2016-03-05,6,SOUTHBOUND,31
16256,36,2016-03-05,7,NORTHBOUND,8
16257,36,2016-03-05,7,SOUTHBOUND,50
16258,36,2016-03-05,8,NORTHBOUND,14
16259,36,2016-03-05,8,SOUTHBOUND,77
16260,36,2016-03-05,9,NORTHBOUND,14
16261,36,2016-03-05,9,SOUTHBOUND,110
16262,36,2016-03-05,10,NORTHBOUND,22
16263,36,2016-03-05,10,SOUTHBOUND,195
16264,36,2016-03-05,11,NORTHBOUND,24
16265,36,2016-03-05,11,SOUTHBOUND,273
16266,36,2016-03-05,12,NORTHBOUND,23
16267,36,2016-03-05,12,SOUTHBOUND,266
16268,36,2016-03-05,13,NORTHBOUND,37
16269,36,2016-03-05,13,SOUTHBOUND,287
16270,36,2016-03-05,14,NORTHBOUND,37
16271,36,2016-03-05,14,SOUTHBOUND,270
16272,36,2016-03-05,15,NORTHBOUND,37
16273,36,2016-03-05,15,SOUTHBOUND,268
16274,36,2016-03-05,16,NORTHBOUND,36
16275,36,2016-03-05,16,SOUTHBOUND,286
16276,36,2016-03-05,17,NORTHBOUND,31
16277,36,2016-03-05,17,SOUTHBOUND,253
16278,36,2016-03-05,18,NORTHBOUND,45
16279,36,2016-03-05,18,SOUTHBOUND,262
16280,36,2016-03-05,19,NORTHBOUND,34
16281,36,2016-03-05,19,SOUTHBOUND,289
16282,36,2016-03-05,20,NORTHBOUND,39
16283,36,2016-03-05,20,SOUTHBOUND,307
16284,36,2016-03-05,21,NORTHBOUND,32
16285,36,2016-03-05,21,SOUTHBOUND,259
16286,36,2016-03-05,22,NORTHBOUND,18
16287,36,2016-03-05,22,SOUTHBOUND,178
16288,36,2016-03-05,23,NORTHBOUND,24
16289,36,2016-03-05,23,SOUTHBOUND,150
16290,36,2016-03-05,24,NORTHBOUND,14
16291,36,2016-03-05,24,SOUTHBOUND,97
16292,36,2016-03-06,1,NORTHBOUND,17
16293,36,2016-03-06,1,SOUTHBOUND,79
16294,36,2016-03-06,2,NORTHBOUND,5
16295,36,2016-03-06,2,SOUTHBOUND,35
16296,36,2016-03-06,3,NORTHBOUND,2
16297,36,2016-03-06,3,SOUTHBOUND,31
16298,36,2016-03-06,4,NORTHBOUND,1
16299,36,2016-03-06,4,SOUTHBOUND,19
16300,36,2016-03-06,5,NORTHBOUND,7
16301,36,2016-03-06,5,SOUTHBOUND,15
16302,36,2016-03-06,6,NORTHBOUND,3
16303,36,2016-03-06,6,SOUTHBOUND,14
16304,36,2016-03-06,7,NORTHBOUND,8
16305,36,2016-03-06,7,SOUTHBOUND,30
16306,36,2016-03-06,8,NORTHBOUND,11
16307,36,2016-03-06,8,SOUTHBOUND,43
16308,36,2016-03-06,9,NORTHBOUND,9
16309,36,2016-03-06,9,SOUTHBOUND,72
16310,36,2016-03-06,10,NORTHBOUND,17
16311,36,2016-03-06,10,SOUTHBOUND,149
16312,36,2016-03-06,11,NORTHBOUND,25
16313,36,2016-03-06,11,SOUTHBOUND,265
16314,36,2016-03-06,12,NORTHBOUND,34
16315,36,2016-03-06,12,SOUTHBOUND,232
16316,36,2016-03-06,13,NORTHBOUND,23
16317,36,2016-03-06,13,SOUTHBOUND,306
16318,36,2016-03-06,14,NORTHBOUND,40
16319,36,2016-03-06,14,SOUTHBOUND,384
16320,36,2016-03-06,15,NORTHBOUND,36
16321,36,2016-03-06,15,SOUTHBOUND,318
16322,36,2016-03-06,16,NORTHBOUND,43
16323,36,2016-03-06,16,SOUTHBOUND,308
16324,36,2016-03-06,17,NORTHBOUND,40
16325,36,2016-03-06,17,SOUTHBOUND,301
16326,36,2016-03-06,18,NORTHBOUND,45
16327,36,2016-03-06,18,SOUTHBOUND,268
16328,36,2016-03-06,19,NORTHBOUND,50
16329,36,2016-03-06,19,SOUTHBOUND,297
16330,36,2016-03-06,20,NORTHBOUND,32
16331,36,2016-03-06,20,SOUTHBOUND,309
16332,36,2016-03-06,21,NORTHBOUND,29
16333,36,2016-03-06,21,SOUTHBOUND,257
16334,36,2016-03-06,22,NORTHBOUND,23
16335,36,2016-03-06,22,SOUTHBOUND,149
16336,36,2016-03-06,23,NORTHBOUND,13
16337,36,2016-03-06,23,SOUTHBOUND,120
16338,36,2016-03-06,24,NORTHBOUND,8
16339,36,2016-03-06,24,SOUTHBOUND,87
16340,36,2016-03-07,1,NORTHBOUND,7
16341,36,2016-03-07,1,SOUTHBOUND,56
16342,36,2016-03-07,2,NORTHBOUND,3
16343,36,2016-03-07,2,SOUTHBOUND,21
16344,36,2016-03-07,3,NORTHBOUND,2
16345,36,2016-03-07,3,SOUTHBOUND,7
16346,36,2016-03-07,4,NORTHBOUND,3
16347,36,2016-03-07,4,SOUTHBOUND,14
16348,36,2016-03-07,5,NORTHBOUND,1
16349,36,2016-03-07,5,SOUTHBOUND,13
16350,36,2016-03-07,6,NORTHBOUND,8
16351,36,2016-03-07,6,SOUTHBOUND,40
16352,36,2016-03-07,7,NORTHBOUND,11
16353,36,2016-03-07,7,SOUTHBOUND,76
16354,36,2016-03-07,8,NORTHBOUND,18
16355,36,2016-03-07,8,SOUTHBOUND,182
16356,36,2016-03-07,9,NORTHBOUND,40
16357,36,2016-03-07,9,SOUTHBOUND,294
16358,36,2016-03-07,10,NORTHBOUND,20
16359,36,2016-03-07,10,SOUTHBOUND,227
16360,36,2016-03-07,11,NORTHBOUND,23
16361,36,2016-03-07,11,SOUTHBOUND,215
16362,36,2016-03-07,12,NORTHBOUND,17
16363,36,2016-03-07,12,SOUTHBOUND,229
16364,36,2016-03-07,13,NORTHBOUND,30
16365,36,2016-03-07,13,SOUTHBOUND,205
16366,36,2016-03-07,14,NORTHBOUND,23
16367,36,2016-03-07,14,SOUTHBOUND,217
16368,36,2016-03-07,15,NORTHBOUND,35
16369,36,2016-03-07,15,SOUTHBOUND,202
16370,36,2016-03-07,16,NORTHBOUND,30
16371,36,2016-03-07,16,SOUTHBOUND,251
16372,36,2016-03-07,17,NORTHBOUND,37
16373,36,2016-03-07,17,SOUTHBOUND,255
16374,36,2016-03-07,18,NORTHBOUND,40
16375,36,2016-03-07,18,SOUTHBOUND,276
16376,36,2016-03-07,19,NORTHBOUND,41
16377,36,2016-03-07,19,SOUTHBOUND,308
16378,36,2016-03-07,20,NORTHBOUND,53
16379,36,2016-03-07,20,SOUTHBOUND,247
16380,36,2016-03-07,21,NORTHBOUND,29
16381,36,2016-03-07,21,SOUTHBOUND,214
16382,36,2016-03-07,22,NORTHBOUND,27
16383,36,2016-03-07,22,SOUTHBOUND,191
16384,36,2016-03-07,23,NORTHBOUND,20
16385,36,2016-03-07,23,SOUTHBOUND,95
16386,36,2016-03-07,24,NORTHBOUND,14
16387,36,2016-03-07,24,SOUTHBOUND,70
16388,36,2016-03-08,1,NORTHBOUND,9
16389,36,2016-03-08,1,SOUTHBOUND,42
16390,36,2016-03-08,2,NORTHBOUND,6
16391,36,2016-03-08,2,SOUTHBOUND,29
16392,36,2016-03-08,3,NORTHBOUND,2
16393,36,2016-03-08,3,SOUTHBOUND,12
16394,36,2016-03-08,4,NORTHBOUND,1
16395,36,2016-03-08,4,SOUTHBOUND,18
16396,36,2016-03-08,5,NORTHBOUND,1
16397,36,2016-03-08,5,SOUTHBOUND,12
16398,36,2016-03-08,6,NORTHBOUND,6
16399,36,2016-03-08,6,SOUTHBOUND,40
16400,36,2016-03-08,7,NORTHBOUND,11
16401,36,2016-03-08,7,SOUTHBOUND,92
16402,36,2016-03-08,8,NORTHBOUND,15
16403,36,2016-03-08,8,SOUTHBOUND,214
16404,36,2016-03-08,9,NORTHBOUND,42
16405,36,2016-03-08,9,SOUTHBOUND,302
16406,36,2016-03-08,10,NORTHBOUND,23
16407,36,2016-03-08,10,SOUTHBOUND,246
16408,36,2016-03-08,11,NORTHBOUND,26
16409,36,2016-03-08,11,SOUTHBOUND,191
16410,36,2016-03-08,12,NORTHBOUND,32
16411,36,2016-03-08,12,SOUTHBOUND,215
16412,36,2016-03-08,13,NORTHBOUND,21
16413,36,2016-03-08,13,SOUTHBOUND,189
16414,36,2016-03-08,14,NORTHBOUND,24
16415,36,2016-03-08,14,SOUTHBOUND,181
16416,36,2016-03-08,15,NORTHBOUND,35
16417,36,2016-03-08,15,SOUTHBOUND,193
16418,36,2016-03-08,16,NORTHBOUND,34
16419,36,2016-03-08,16,SOUTHBOUND,272
16420,36,2016-03-08,17,NORTHBOUND,34
16421,36,2016-03-08,17,SOUTHBOUND,250
16422,36,2016-03-08,18,NORTHBOUND,32
16423,36,2016-03-08,18,SOUTHBOUND,260
16424,36,2016-03-08,19,NORTHBOUND,32
16425,36,2016-03-08,19,SOUTHBOUND,270
16426,36,2016-03-08,20,NORTHBOUND,38
16427,36,2016-03-08,20,SOUTHBOUND,262
16428,36,2016-03-08,21,NORTHBOUND,30
16429,36,2016-03-08,21,SOUTHBOUND,215
16430,36,2016-03-08,22,NORTHBOUND,26
16431,36,2016-03-08,22,SOUTHBOUND,162
16432,36,2016-03-08,23,NORTHBOUND,19
16433,36,2016-03-08,23,SOUTHBOUND,113
16434,36,2016-03-08,24,NORTHBOUND,13
16435,36,2016-03-08,24,SOUTHBOUND,67
16436,36,2016-03-09,1,NORTHBOUND,6
16437,36,2016-03-09,1,SOUTHBOUND,37
16438,36,2016-03-09,2,NORTHBOUND,3
16439,36,2016-03-09,2,SOUTHBOUND,18
16440,36,2016-03-09,3,NORTHBOUND,3
16441,36,2016-03-09,3,SOUTHBOUND,13
16442,36,2016-03-09,4,NORTHBOUND,2
16443,36,2016-03-09,4,SOUTHBOUND,12
16444,36,2016-03-09,5,SOUTHBOUND,17
16445,36,2016-03-09,6,NORTHBOUND,5
16446,36,2016-03-09,6,SOUTHBOUND,29
16447,36,2016-03-09,7,NORTHBOUND,14
16448,36,2016-03-09,7,SOUTHBOUND,74
16449,36,2016-03-09,8,NORTHBOUND,17
16450,36,2016-03-09,8,SOUTHBOUND,204
16451,36,2016-03-09,9,NORTHBOUND,37
16452,36,2016-03-09,9,SOUTHBOUND,293
16453,36,2016-03-09,10,NORTHBOUND,23
16454,36,2016-03-09,10,SOUTHBOUND,249
16455,36,2016-03-09,11,NORTHBOUND,21
16456,36,2016-03-09,11,SOUTHBOUND,177
16457,36,2016-03-09,12,NORTHBOUND,29
16458,36,2016-03-09,12,SOUTHBOUND,215
16459,36,2016-03-09,13,NORTHBOUND,19
16460,36,2016-03-09,13,SOUTHBOUND,209
16461,36,2016-03-09,14,NORTHBOUND,23
16462,36,2016-03-09,14,SOUTHBOUND,226
16463,36,2016-03-09,15,NORTHBOUND,25
16464,36,2016-03-09,15,SOUTHBOUND,205
16465,36,2016-03-09,16,NORTHBOUND,31
16466,36,2016-03-09,16,SOUTHBOUND,269
16467,36,2016-03-09,17,NORTHBOUND,36
16468,36,2016-03-09,17,SOUTHBOUND,274
16469,36,2016-03-09,18,NORTHBOUND,45
16470,36,2016-03-09,18,SOUTHBOUND,282
16471,36,2016-03-09,19,NORTHBOUND,44
16472,36,2016-03-09,19,SOUTHBOUND,281
16473,36,2016-03-09,20,NORTHBOUND,43
16474,36,2016-03-09,20,SOUTHBOUND,261
16475,36,2016-03-09,21,NORTHBOUND,21
16476,36,2016-03-09,21,SOUTHBOUND,197
16477,36,2016-03-09,22,NORTHBOUND,19
16478,36,2016-03-09,22,SOUTHBOUND,149
16479,36,2016-03-09,23,NORTHBOUND,15
16480,36,2016-03-09,23,SOUTHBOUND,109
16481,36,2016-03-09,24,NORTHBOUND,16
16482,36,2016-03-09,24,SOUTHBOUND,79
16483,36,2016-03-10,1,NORTHBOUND,13
16484,36,2016-03-10,1,SOUTHBOUND,51
16485,36,2016-03-10,2,NORTHBOUND,3
16486,36,2016-03-10,2,SOUTHBOUND,24
16487,36,2016-03-10,3,NORTHBOUND,1
16488,36,2016-03-10,3,SOUTHBOUND,10
16489,36,2016-03-10,4,NORTHBOUND,4
16490,36,2016-03-10,4,SOUTHBOUND,17
16491,36,2016-03-10,5,NORTHBOUND,1
16492,36,2016-03-10,5,SOUTHBOUND,13
16493,36,2016-03-10,6,NORTHBOUND,7
16494,36,2016-03-10,6,SOUTHBOUND,39
16495,36,2016-03-10,7,NORTHBOUND,12
16496,36,2016-03-10,7,SOUTHBOUND,73
16497,36,2016-03-10,8,NORTHBOUND,11
16498,36,2016-03-10,8,SOUTHBOUND,187
16499,36,2016-03-10,9,NORTHBOUND,29
16500,36,2016-03-10,9,SOUTHBOUND,292
16501,36,2016-03-10,10,NORTHBOUND,28
16502,36,2016-03-10,10,SOUTHBOUND,214
16503,36,2016-03-10,11,NORTHBOUND,23
16504,36,2016-03-10,11,SOUTHBOUND,228
16505,36,2016-03-10,12,NORTHBOUND,24
16506,36,2016-03-10,12,SOUTHBOUND,207
16507,36,2016-03-10,13,NORTHBOUND,24
16508,36,2016-03-10,13,SOUTHBOUND,242
16509,36,2016-03-10,14,NORTHBOUND,22
16510,36,2016-03-10,14,SOUTHBOUND,194
16511,36,2016-03-10,15,NORTHBOUND,33
16512,36,2016-03-10,15,SOUTHBOUND,230
16513,36,2016-03-10,16,NORTHBOUND,35
16514,36,2016-03-10,16,SOUTHBOUND,262
16515,36,2016-03-10,17,NORTHBOUND,27
16516,36,2016-03-10,17,SOUTHBOUND,272
16517,36,2016-03-10,18,NORTHBOUND,29
16518,36,2016-03-10,18,SOUTHBOUND,256
16519,36,2016-03-10,19,NORTHBOUND,27
16520,36,2016-03-10,19,SOUTHBOUND,263
16521,36,2016-03-10,20,NORTHBOUND,36
16522,36,2016-03-10,20,SOUTHBOUND,235
16523,36,2016-03-10,21,NORTHBOUND,25
16524,36,2016-03-10,21,SOUTHBOUND,186
16525,36,2016-03-10,22,NORTHBOUND,21
16526,36,2016-03-10,22,SOUTHBOUND,152
16527,36,2016-03-10,23,NORTHBOUND,18
16528,36,2016-03-10,23,SOUTHBOUND,100
16529,36,2016-03-10,24,NORTHBOUND,12
16530,36,2016-03-10,24,SOUTHBOUND,68
16531,36,2016-03-11,1,NORTHBOUND,13
16532,36,2016-03-11,1,SOUTHBOUND,39
16533,36,2016-03-11,2,NORTHBOUND,6
16534,36,2016-03-11,2,SOUTHBOUND,19
16535,36,2016-03-11,3,NORTHBOUND,2
16536,36,2016-03-11,3,SOUTHBOUND,20
16537,36,2016-03-11,4,NORTHBOUND,2
16538,36,2016-03-11,4,SOUTHBOUND,11
16539,36,2016-03-11,5,NORTHBOUND,2
16540,36,2016-03-11,5,SOUTHBOUND,15
16541,36,2016-03-11,6,NORTHBOUND,5
16542,36,2016-03-11,6,SOUTHBOUND,28
16543,36,2016-03-11,7,NORTHBOUND,11
